transaction_id,customer_id,customer_name,country,date,amount,category,merchant,currency
TX000221,CUST0128,Lisa Rowe,US,2025-09-24T15:59:29.913711,-345.81,Transfer,Collins Inc,CNY
TX000222,CUST0144,Tiffany Thompson,US,2024-11-21T10:27:29.913711,-74.92,Groceries,Larson-Campbell,JPY
TX000223,CUST0196,Milena Sorgatz-Hartmann,DE,2025-08-20T00:01:29.913711,-102.88,Rent,Ortiz-Wright,INR
TX000224,CUST0164,Jose Manuel Arjona Jerez,ES,2025-04-04T01:37:29.913711,-66.43,Shopping,"Kline, Johnson and Graves",EUR
TX000225,CUST0176,Nicoletta Mannoia,IT,2024-11-30T15:50:29.913711,4251.1,Salary,"Hudson, Jordan and Parsons",GBP
TX000226,CUST0080,Katy Armstrong,GB,2025-04-13T10:17:29.913711,-122.25,Travel,Yang Inc,EUR
TX000227,CUST0081,孙淑英,CN,2025-03-04T00:29:29.913711,-151.66,Utilities,"Woodard, Sanchez and Miller",INR
TX000228,CUST0098,Rocco Anichini-Scarpetta,IT,2025-09-11T23:37:29.913711,402.31,Transfer,North,CNY
TX000229,CUST0048,吉田 直人,JP,2025-01-21T01:54:29.913711,-28.58,Entertainment,Powell-Olson,EUR
TX000230,CUST0100,Iker Lladó Clavero,ES,2025-07-17T00:37:29.913711,-131.19,Utilities,Mckinney Ltd,CAD
TX000231,CUST0152,Dr Graeme Jones,GB,2025-10-01T07:52:29.913711,-198.41,Utilities,Kelly Group,GBP
TX000232,CUST0067,Tomé Simões,PT,2025-05-06T22:45:29.913711,-190.02,Groceries,Brown-Walker,CNY
TX000233,CUST0141,高橋 直人,JP,2025-03-27T12:46:29.913711,-50.94,Entertainment,Wise-Burke,EUR
TX000234,CUST0032,Kyara do Gaspar,PT,2024-12-19T22:45:29.913711,-133.88,Shopping,President,GBP
TX000235,CUST0050,Micael Batista,PT,2025-09-05T02:47:29.913711,-191.17,Entertainment,Moran-Sanders,CNY
TX000236,CUST0121,Rafaela Oliveira,PT,2025-07-24T00:31:29.913711,-99.48,Rent,Ochoa Ltd,CNY
TX000237,CUST0041,Martin Williams,GB,2025-05-21T06:09:29.913711,-84.22,Shopping,"Burton, Mills and Carpenter",CAD
TX000238,CUST0181,Amílcar Gárate Alberto,ES,2025-08-15T19:52:29.913711,-128.17,Shopping,Shaffer-Richards,AUD
TX000239,CUST0149,Rosaura Monreal Rios,ES,2025-04-07T10:17:29.913711,-194.8,Dining,"Tucker, Kim and Barnes",JPY
TX000240,CUST0184,Susan Briand,FR,2024-11-27T04:52:29.913711,-77.34,Groceries,Ramirez Ltd,AUD
TX000241,CUST0037,Calcedonio Cianciolo-Camiscione,IT,2025-10-14T17:24:29.913711,-63.4,Healthcare,"Eaton, Casey and Jones",CAD
TX000242,CUST0080,Katy Armstrong,GB,2025-06-02T14:48:29.913711,-119.98,Dining,Mcclain-Martinez,CAD
TX000243,CUST0188,Benthe Dennenberg,NL,2024-12-02T08:30:29.913711,-90.63,Entertainment,Method,CAD
TX000244,CUST0134,Pedro Rodrigues,PT,2025-05-11T20:33:29.913711,-96.04,Entertainment,"Lopez, Espinoza and Wilson",INR
TX000245,CUST0156,Luka Zevenboom-Arts,NL,2025-07-05T16:37:29.913711,-141.79,Utilities,Nice,INR
TX000246,CUST0197,Carlota Company Rojas,ES,2025-03-28T08:35:29.913711,-104.64,Dining,Huff Ltd,INR
TX000247,CUST0073,Romana Rienzo,IT,2025-01-02T05:05:29.913711,-25.33,Healthcare,Cruz-Oliver,CNY
TX000248,CUST0197,Carlota Company Rojas,ES,2025-01-13T19:24:29.913711,-60.74,Utilities,"Bradley, Gonzales and Middleton",CAD
TX000249,CUST0167,陈岩,CN,2025-03-12T09:52:29.913711,-38.55,Utilities,"Morrison, Fletcher and Wallace",INR
TX000250,CUST0035,Ing. Horst Franke,DE,2024-12-26T06:09:29.913711,-152.72,Rent,"Robbins, Grant and Smith",JPY
TX000251,CUST0163,"हेगडे, विहान",IN,2025-02-27T11:28:29.913711,6021.51,Salary,Taylor-Bishop,GBP
TX000252,CUST0001,Maurice Harvey,GB,2025-08-08T15:48:29.913711,-28.27,Rent,Williams and Sons,JPY
TX000253,CUST0193,अंकुर वाल,IN,2025-03-27T20:40:29.913711,-22.95,Rent,Moore-Patel,JPY
TX000254,CUST0136,Hilary Edwards,GB,2024-11-19T15:48:29.913711,-165.72,Shopping,Third,AUD
TX000255,CUST0126,Vigo van der Flaas,NL,2025-02-04T10:17:29.913711,-29.04,Shopping,Mckay-Lewis,EUR
TX000256,CUST0085,Frédérique Lopez,FR,2025-03-26T01:03:29.913711,-103.69,Healthcare,Price,CAD
TX000257,CUST0069,Bo Schulten,NL,2025-02-06T13:43:29.913711,-110.51,Groceries,"Cherry, Goodman and Keller",GBP
TX000258,CUST0003,Darío Matas,ES,2025-04-21T19:58:29.913711,-162.33,Dining,Sanford LLC,AUD
TX000259,CUST0109,ज़ोया वफादार,IN,2025-07-21T20:27:29.913711,1667.7,Salary,Itself,CAD
TX000260,CUST0082,"लता, दिव्या",IN,2025-03-07T10:38:29.913711,-112.89,Travel,Lopez-Arnold,CNY
TX000261,CUST0077,Magdalena Lucas Grande,ES,2025-08-26T09:58:29.913711,-72.53,Groceries,Buck Ltd,USD
TX000262,CUST0170,Sig.ra Luciana Ferrara,IT,2024-12-31T00:41:29.913711,-66.22,Groceries,Decision,INR
TX000263,CUST0176,Nicoletta Mannoia,IT,2024-12-31T07:20:29.913711,-132.46,Transfer,Anderson-Spencer,GBP
TX000264,CUST0122,Rita Leone,IT,2025-01-18T01:09:29.913711,-126.38,Transfer,Blackwell-Kline,CAD
TX000265,CUST0193,अंकुर वाल,IN,2025-08-03T08:14:29.913711,-151.74,Utilities,"Vasquez, Thomas and Carey",EUR
TX000266,CUST0134,Pedro Rodrigues,PT,2025-06-17T03:07:29.913711,-21.14,Travel,Odom Group,JPY
TX000267,CUST0146,Joanna Nicholson,GB,2025-08-01T14:32:29.913711,-98.53,Travel,Elliott and Sons,JPY
TX000268,CUST0183,Dana Owens,US,2025-08-26T01:27:29.913711,-113.13,Shopping,Olson-Webb,GBP
TX000269,CUST0131,अमायरा कुलकर्णी,IN,2025-06-01T00:58:29.913711,-109.84,Groceries,Almost,USD
TX000270,CUST0101,Gordon Lowe,GB,2025-03-10T11:09:29.913711,-185.76,Utilities,Thompson-Maldonado,EUR
TX000271,CUST0138,Rafaela Pereira,PT,2024-11-30T13:21:29.913711,-144.02,Entertainment,Eaton-Sellers,GBP
TX000272,CUST0196,Milena Sorgatz-Hartmann,DE,2025-09-25T10:03:29.913711,-125.54,Transfer,Name,CAD
TX000273,CUST0096,Christine Grondin,FR,2025-05-11T13:05:29.913711,374.55,Transfer,Long LLC,CNY
TX000274,CUST0030,Ryan Smith,US,2025-01-31T03:47:29.913711,-58.07,Healthcare,"Davis, Odonnell and Hall",USD
TX000275,CUST0193,अंकुर वाल,IN,2024-11-11T19:51:29.913711,-93.83,Dining,Lee Inc,JPY
TX000276,CUST0063,Eufemia Solís-Falcó,ES,2025-06-23T21:31:29.913711,-17.2,Utilities,Pearson-Terrell,EUR
TX000277,CUST0008,अखिल कृष्णन,IN,2025-10-05T00:01:29.913711,-27.67,Dining,"Gill, Mueller and Obrien",JPY
TX000278,CUST0017,Simone Guichard de la Hervé,FR,2024-12-22T05:24:29.913711,-68.96,Entertainment,Edge,JPY
TX000279,CUST0189,Emily Watts,GB,2024-11-22T22:50:29.913711,-157.63,Utilities,Together,USD
TX000280,CUST0035,Ing. Horst Franke,DE,2025-07-15T19:36:29.913711,-57.35,Shopping,Moody-Moreno,CNY
TX000281,CUST0060,Brianna Smith,US,2025-04-03T15:04:29.913711,-119.36,Entertainment,Salas-Patel,GBP
TX000282,CUST0160,Dipl.-Ing. Francesca Harloff B.Sc.,DE,2025-10-13T23:57:29.913711,-10.4,Entertainment,Central,AUD
TX000283,CUST0134,Pedro Rodrigues,PT,2025-04-13T08:48:29.913711,3099.22,Salary,"Wilson, Dunn and Montoya",CAD
TX000284,CUST0061,"कुलकर्णी, अर्जुन",IN,2025-02-23T20:16:29.913711,-42.87,Dining,Open,AUD
TX000285,CUST0106,आशा कृष्णन,IN,2025-08-13T02:30:29.913711,-150.28,Travel,Johnson-Fernandez,EUR
TX000286,CUST0115,高橋 康弘,JP,2025-05-08T12:56:29.913711,-162.86,Dining,"Wagner, Velasquez and Campbell",USD
TX000287,CUST0018,坂本 太一,JP,2025-02-05T05:08:29.913711,-157.68,Dining,Williams Ltd,CNY
TX000288,CUST0077,Magdalena Lucas Grande,ES,2024-11-07T17:21:29.913711,-55.41,Groceries,Johnson PLC,CAD
TX000289,CUST0062,Henri Philippe,FR,2025-10-23T06:07:29.913711,-21.55,Utilities,"Palmer, Rubio and Crawford",INR
TX000290,CUST0097,Tiffany Morrow,US,2025-06-27T04:03:29.913711,-149.0,Travel,Cantrell Ltd,CAD
TX000291,CUST0119,Iara Esteves,PT,2024-12-21T09:52:29.913711,-137.55,Dining,"Howard, Jones and Erickson",CNY
TX000292,CUST0105,Emmanuel Briand,FR,2024-11-24T05:17:29.913711,-171.55,Utilities,Davis Group,AUD
TX000293,CUST0075,Nathalie Alves-Evrard,FR,2025-01-17T16:43:29.913711,-88.89,Utilities,Gregory Group,CNY
TX000294,CUST0065,Valérie Lévêque,FR,2025-07-09T10:03:29.913711,-110.14,Dining,"Cooper, Brown and Brown",CNY
TX000295,CUST0043,Girolamo Vento,IT,2025-01-11T09:56:29.913711,-21.2,Entertainment,Kane LLC,USD
TX000296,CUST0134,Pedro Rodrigues,PT,2024-11-17T13:14:29.913711,-50.95,Rent,Perkins Ltd,JPY
TX000297,CUST0017,Simone Guichard de la Hervé,FR,2025-10-28T14:22:29.913711,-111.08,Utilities,"Smith, Knight and Petersen",CAD
TX000298,CUST0168,Charlotte Teixeira,FR,2025-07-07T10:22:29.913711,-119.79,Healthcare,Mcmahon-Powell,INR
TX000299,CUST0137,Caetana Valente,PT,2025-03-26T10:54:29.913711,-68.56,Shopping,Inside,GBP
TX000300,CUST0027,Azra van der Horst,NL,2024-12-20T02:31:29.913711,-79.14,Utilities,"Carson, Ortiz and Williams",CNY
TX000301,CUST0068,Samuel Escrivá Barral,ES,2025-05-22T12:45:29.913711,-41.0,Transfer,Blanchard Ltd,JPY
TX000302,CUST0076,अवनी डानी,IN,2025-10-16T13:03:29.913711,149.89,Transfer,Morris-Fields,AUD
TX000303,CUST0097,Tiffany Morrow,US,2025-05-13T03:52:29.913711,-198.16,Groceries,Hamilton-Owens,CAD
TX000304,CUST0111,Herr Guntram Schaaf,DE,2025-09-26T20:58:29.913711,473.84,Transfer,Military,USD
TX000305,CUST0058,Michel Pinto,FR,2025-02-17T09:18:29.913711,-147.14,Healthcare,Difficult,INR
TX000306,CUST0139,仇倩,CN,2025-08-16T07:24:29.913711,-34.17,Groceries,"Porter, Clark and Rivera",JPY
TX000307,CUST0150,ललित दत्ता,IN,2025-01-13T09:14:29.913711,-185.0,Travel,Everett Group,JPY
TX000308,CUST0145,देन्यल शर्मा,IN,2025-05-19T08:19:29.913711,-125.15,Healthcare,Jones Ltd,EUR
TX000309,CUST0128,Lisa Rowe,US,2025-04-26T11:28:29.913711,6870.72,Salary,"Mclean, Anderson and Thompson",AUD
TX000310,CUST0198,池田 結衣,JP,2025-04-16T11:02:29.913711,-6.45,Utilities,"Baker, Mcmillan and Robertson",CNY
TX000311,CUST0141,高橋 直人,JP,2025-05-11T23:33:29.913711,-71.17,Dining,"Lang, Bartlett and Donovan",INR
TX000312,CUST0063,Eufemia Solís-Falcó,ES,2024-12-07T12:39:29.913711,-61.22,Groceries,Hernandez LLC,AUD
TX000313,CUST0081,孙淑英,CN,2025-05-03T13:27:29.913711,-139.89,Groceries,Andrews and Sons,INR
TX000314,CUST0026,Monique-Antoinette Chevalier,FR,2025-01-06T12:33:29.913711,4898.9,Salary,"Lee, Chase and West",EUR
TX000315,CUST0006,Janine Beyer,DE,2024-12-15T21:57:29.913711,-83.38,Groceries,Powell-Reyes,AUD
TX000316,CUST0003,Darío Matas,ES,2025-03-29T23:46:29.913711,-58.66,Dining,"Gonzalez, Hopkins and Scott",JPY
TX000317,CUST0146,Joanna Nicholson,GB,2025-07-24T16:05:29.913711,-172.93,Travel,Johnson Group,CAD
TX000318,CUST0037,Calcedonio Cianciolo-Camiscione,IT,2024-12-02T15:49:29.913711,-141.55,Utilities,"Hoffman, Rollins and Cox",CNY
TX000319,CUST0064,Karl Bowen,GB,2025-03-07T10:02:29.913711,-79.75,Entertainment,"Richardson, Lin and Snyder",GBP
TX000320,CUST0077,Magdalena Lucas Grande,ES,2024-11-03T22:43:29.913711,-125.92,Shopping,Behind,CAD
TX000321,CUST0085,Frédérique Lopez,FR,2025-06-09T07:00:29.913711,-137.47,Groceries,Charge,JPY
TX000322,CUST0122,Rita Leone,IT,2025-04-09T15:47:29.913711,-208.55,Transfer,Miller-Montgomery,CAD
TX000323,CUST0147,"पुष्कर, रश्मी",IN,2025-03-04T20:46:29.913711,-46.76,Utilities,Ramirez-Woods,JPY
TX000324,CUST0151,Dott. Mirko Buonauro,IT,2025-08-06T16:05:29.913711,-194.75,Dining,Mckenzie LLC,JPY
TX000325,CUST0112,Pascuala Marin Figueras,ES,2025-03-30T08:26:29.913711,-44.85,Shopping,Rios PLC,CAD
TX000326,CUST0035,Ing. Horst Franke,DE,2025-09-20T19:37:29.913711,-169.94,Utilities,Yu LLC,AUD
TX000327,CUST0018,坂本 太一,JP,2025-06-18T05:52:29.913711,-95.8,Healthcare,Our,AUD
TX000328,CUST0139,仇倩,CN,2024-11-18T22:06:29.913711,-95.3,Shopping,"Armstrong, Garner and Taylor",EUR
TX000329,CUST0027,Azra van der Horst,NL,2025-03-08T08:04:29.913711,-73.84,Travel,Miller-Oliver,AUD
TX000330,CUST0192,Ilja Zänker,DE,2025-04-18T23:28:29.913711,-149.55,Groceries,Anderson-Adkins,JPY
TX000331,CUST0114,Inès Guillot,FR,2025-05-10T22:51:29.913711,-85.22,Dining,Lane-Morgan,CNY
TX000332,CUST0006,Janine Beyer,DE,2025-07-05T13:40:29.913711,7732.1,Salary,"Santiago, Rodriguez and Roth",GBP
TX000333,CUST0089,Elba Alcaraz-Real,ES,2025-04-08T20:51:29.913711,-98.38,Dining,Duarte Inc,EUR
TX000334,CUST0112,Pascuala Marin Figueras,ES,2025-10-23T00:42:29.913711,-191.29,Groceries,Griffin-Miller,USD
TX000335,CUST0087,Pippa Sanders,NL,2025-09-27T14:05:29.913711,-18.67,Shopping,Goodman and Sons,GBP
TX000336,CUST0141,高橋 直人,JP,2025-01-20T20:57:29.913711,4234.38,Salary,Ramirez-Davis,GBP
TX000337,CUST0047,Jorn van Laarhoven,NL,2025-09-24T07:49:29.913711,-56.21,Travel,Among,CAD
TX000338,CUST0151,Dott. Mirko Buonauro,IT,2025-06-07T22:22:29.913711,-159.87,Dining,Cooper-Smith,EUR
TX000339,CUST0147,"पुष्कर, रश्मी",IN,2024-12-23T03:33:29.913711,-161.57,Travel,Humphrey Group,CAD
TX000340,CUST0135,马静,CN,2025-09-23T21:00:29.913711,-123.45,Travel,"Holden, Lozano and Jacobson",CNY
TX000341,CUST0117,Leocadio Severino Bermejo Rius,ES,2025-09-12T16:14:29.913711,-43.88,Dining,Opportunity,EUR
TX000342,CUST0172,松本 康弘,JP,2025-01-07T20:29:29.913711,-177.19,Utilities,Phillips LLC,GBP
TX000343,CUST0130,Cynthia Henck,DE,2025-05-18T00:00:29.913711,-125.18,Groceries,Brown PLC,GBP
TX000344,CUST0142,Dionisio Pozo Gallo,ES,2025-01-25T01:40:29.913711,-138.66,Groceries,Alexander Ltd,USD
TX000345,CUST0091,森 さゆり,JP,2024-11-05T01:30:29.913711,-125.13,Groceries,"Gallegos, Johnson and Robles",CAD
TX000346,CUST0104,Valeria Cherubini,IT,2025-10-17T01:48:29.913711,-113.45,Dining,Bowman PLC,USD
TX000347,CUST0194,Finn Vermeulen,NL,2025-02-20T19:24:29.913711,-95.17,Utilities,"Russell, Kelly and Gomez",CAD
TX000348,CUST0144,Tiffany Thompson,US,2025-07-12T03:54:29.913711,-177.73,Groceries,"Miller, Brown and Watson",CNY
TX000349,CUST0138,Rafaela Pereira,PT,2024-11-22T09:50:29.913711,-6.99,Healthcare,"Ramirez, Evans and Henry",JPY
TX000350,CUST0076,अवनी डानी,IN,2024-11-17T00:38:29.913711,-40.74,Travel,George and Sons,EUR
TX000351,CUST0198,池田 結衣,JP,2025-03-01T17:13:29.913711,-65.62,Dining,Know,AUD
TX000352,CUST0042,Erika Grifeo-Errigo,IT,2025-09-11T15:12:29.913711,-159.65,Utilities,Becker-Francis,CNY
TX000353,CUST0136,Hilary Edwards,GB,2025-03-24T05:56:29.913711,-9.09,Groceries,Garcia Group,INR
TX000354,CUST0131,अमायरा कुलकर्णी,IN,2025-10-13T13:30:29.913711,285.69,Transfer,State,INR
TX000355,CUST0167,陈岩,CN,2025-01-04T09:17:29.913711,-171.48,Groceries,Turner-Brown,JPY
TX000356,CUST0194,Finn Vermeulen,NL,2025-10-12T22:53:29.913711,-76.68,Groceries,"Blackwell, Sherman and Tanner",AUD
TX000357,CUST0115,高橋 康弘,JP,2024-12-09T07:12:29.913711,-181.85,Shopping,"Orr, Williams and Hunter",INR
TX000358,CUST0177,Tom Hoppenbrouwer,NL,2025-05-08T00:53:29.913711,-199.52,Travel,Freeman-Thomas,EUR
TX000359,CUST0187,Amber Smith,GB,2025-06-23T07:04:29.913711,-34.23,Dining,Villegas-Keith,AUD
TX000360,CUST0055,逯雪,CN,2025-06-07T16:53:29.913711,-38.47,Utilities,Stewart-Miller,GBP
TX000361,CUST0144,Tiffany Thompson,US,2025-07-06T21:19:29.913711,-190.56,Dining,"Carson, Sims and Boyd",CAD
TX000362,CUST0004,Colette Chrétien de la Rodriguez,FR,2025-01-02T15:50:29.913711,-6.59,Entertainment,Montgomery-Simpson,GBP
TX000363,CUST0166,鈴木 幹,JP,2025-04-03T16:17:29.913711,-225.98,Transfer,Clark-Ortiz,INR
TX000364,CUST0021,森 里佳,JP,2025-05-10T08:19:29.913711,-189.9,Rent,Williams and Sons,JPY
TX000365,CUST0109,ज़ोया वफादार,IN,2025-10-01T13:07:29.913711,-158.38,Groceries,Sanchez-Vazquez,JPY
TX000366,CUST0132,Elfi Hethur MBA.,DE,2025-10-15T00:22:29.913711,-133.0,Groceries,Smith-Jones,AUD
TX000367,CUST0177,Tom Hoppenbrouwer,NL,2025-01-07T01:26:29.913711,-182.58,Utilities,Business,EUR
TX000368,CUST0080,Katy Armstrong,GB,2025-05-07T19:30:29.913711,-41.39,Travel,High,GBP
TX000369,CUST0017,Simone Guichard de la Hervé,FR,2025-07-30T04:22:29.913711,-168.0,Rent,Lopez-Walton,JPY
TX000370,CUST0160,Dipl.-Ing. Francesca Harloff B.Sc.,DE,2025-01-17T00:01:29.913711,-32.31,Dining,Pierce-Stanley,EUR
TX000371,CUST0035,Ing. Horst Franke,DE,2025-01-03T05:08:29.913711,-12.17,Travel,Campbell PLC,GBP
TX000372,CUST0063,Eufemia Solís-Falcó,ES,2025-03-22T06:27:29.913711,-82.81,Utilities,Williams Ltd,INR
TX000373,CUST0199,王刚,CN,2025-10-19T11:16:29.913711,-29.21,Shopping,Harding-Graham,JPY
TX000374,CUST0191,Dr. Michail Trupp B.Eng.,DE,2025-05-19T20:03:29.913711,-24.91,Groceries,Allow,CAD
TX000375,CUST0098,Rocco Anichini-Scarpetta,IT,2024-12-27T17:53:29.913711,-186.15,Rent,Painting,USD
TX000376,CUST0092,Diane Lelièvre,FR,2025-04-11T14:46:29.913711,-89.17,Shopping,Walker-Parsons,GBP
TX000377,CUST0195,木村 真綾,JP,2025-06-29T12:23:29.913711,-197.31,Rent,Miller-Williams,USD
TX000378,CUST0101,Gordon Lowe,GB,2025-07-17T20:02:29.913711,-50.41,Dining,Williams and Sons,AUD
TX000379,CUST0021,森 里佳,JP,2025-09-24T03:56:29.913711,-145.89,Rent,"Lester, Morgan and Martin",JPY
TX000380,CUST0039,Mrs Melanie Parsons,GB,2025-08-01T20:47:29.913711,-51.17,Rent,"Caldwell, Shaw and Jenkins",EUR
TX000381,CUST0079,जया दयाल,IN,2025-10-24T00:08:29.913711,-261.36,Transfer,Stevenson-Brown,AUD
TX000382,CUST0029,César de Amador,ES,2025-06-21T06:00:29.913711,-70.11,Groceries,Graves-Garcia,GBP
TX000383,CUST0030,Ryan Smith,US,2024-11-07T08:30:29.913711,-168.05,Dining,Natural,INR
TX000384,CUST0042,Erika Grifeo-Errigo,IT,2025-05-09T15:09:29.913711,-147.59,Dining,Increase,USD
TX000385,CUST0085,Frédérique Lopez,FR,2025-06-07T18:55:29.913711,-61.1,Groceries,"Anderson, Simmons and Spencer",EUR
TX000386,CUST0127,Ross Dennis,GB,2025-06-22T02:45:29.913711,-32.42,Groceries,"Bennett, Robertson and Smith",GBP
TX000387,CUST0065,Valérie Lévêque,FR,2024-12-23T05:05:29.913711,-155.46,Dining,Sanchez-Colon,USD
TX000388,CUST0003,Darío Matas,ES,2025-03-05T11:52:29.913711,-20.56,Travel,Williams Ltd,USD
TX000389,CUST0141,高橋 直人,JP,2025-10-01T23:36:29.913711,-118.83,Travel,Reyes-Torres,INR
TX000390,CUST0019,刘彬,CN,2025-08-19T21:29:29.913711,-24.12,Entertainment,"Tucker, Coleman and Floyd",USD
TX000391,CUST0102,Adrien Charpentier,FR,2024-12-06T01:17:29.913711,-35.25,Utilities,Park-Green,CAD
TX000392,CUST0002,Lance Moore,US,2025-05-07T16:40:29.913711,-140.74,Healthcare,Li-White,CAD
TX000393,CUST0094,Annunziata Bignardi,IT,2025-08-30T02:11:29.913711,-57.17,Dining,Griffith LLC,JPY
TX000394,CUST0038,Ms Joan White,GB,2024-11-03T23:23:29.913711,-132.45,Utilities,Environment,USD
TX000395,CUST0085,Frédérique Lopez,FR,2024-11-01T07:46:29.913711,-58.19,Shopping,Ali-Reed,JPY
TX000396,CUST0107,Dave Boogaerts-Leene,NL,2025-07-09T11:31:29.913711,-181.86,Dining,Develop,AUD
TX000397,CUST0179,Luke Palmer,GB,2025-05-10T01:09:29.913711,-181.36,Groceries,Thompson Ltd,AUD
TX000398,CUST0019,刘彬,CN,2025-08-31T04:25:29.913711,7749.53,Salary,Newman and Sons,INR
TX000399,CUST0080,Katy Armstrong,GB,2025-05-21T09:15:29.913711,-137.98,Dining,Guerrero and Sons,EUR
TX000400,CUST0051,Jill Brooks,GB,2025-01-09T04:28:29.913711,-167.95,Groceries,"Bean, Moore and Robinson",AUD
TX000401,CUST0030,Ryan Smith,US,2025-08-01T22:11:29.913711,-139.88,Utilities,Ford PLC,EUR
TX000402,CUST0023,"गणेश, गौतम",IN,2025-01-20T07:41:29.913711,-64.11,Shopping,"Boyd, Fowler and Vaughan",CNY
TX000403,CUST0037,Calcedonio Cianciolo-Camiscione,IT,2024-12-17T08:37:29.913711,-103.76,Transfer,Burke Inc,INR
TX000404,CUST0066,Leigh Watts,GB,2025-01-28T10:47:29.913711,-91.59,Shopping,Davis-Blevins,EUR
TX000405,CUST0118,赵璐,CN,2024-12-22T14:29:29.913711,-38.08,Groceries,College,GBP
TX000406,CUST0050,Micael Batista,PT,2025-05-24T22:05:29.913711,-74.29,Rent,Peck-Gilmore,INR
TX000407,CUST0019,刘彬,CN,2024-11-11T12:34:29.913711,-113.53,Shopping,Torres Group,CNY
TX000408,CUST0031,Ing. Krista Kallert MBA.,DE,2024-11-22T00:25:29.913711,-88.09,Groceries,Probably,AUD
TX000409,CUST0127,Ross Dennis,GB,2024-11-15T23:05:29.913711,3477.6,Salary,Billion,INR
TX000410,CUST0071,Rosario Guinizzelli-Trillini,IT,2025-06-16T14:24:29.913711,-79.69,Rent,"Martinez, Harrington and Anderson",CAD
TX000411,CUST0105,Emmanuel Briand,FR,2025-08-09T01:25:29.913711,-125.31,Groceries,Ellis-Tran,JPY
TX000412,CUST0161,加藤 幹,JP,2025-08-05T10:46:29.913711,-129.97,Dining,"Turner, Miller and Jacobs",CAD
TX000413,CUST0088,Gonçalo Anjos,PT,2025-08-17T02:42:29.913711,-164.94,Travel,Wilson Group,JPY
TX000414,CUST0007,Roger Ryan,GB,2025-03-23T12:13:29.913711,29.43,Transfer,"White, Smith and Hunt",JPY
TX000415,CUST0040,Alice Nogueira,PT,2024-12-21T18:04:29.913711,-95.93,Utilities,"Lara, Tyler and Taylor",USD
TX000416,CUST0195,木村 真綾,JP,2025-02-21T05:16:29.913711,-111.58,Transfer,Step,GBP
TX000417,CUST0045,Amaya Cabrera Rebollo,ES,2025-03-02T04:42:29.913711,-63.96,Shopping,National,USD
TX000418,CUST0180,Ugo Micheletti-Parini,IT,2025-10-24T21:58:29.913711,-90.19,Healthcare,"King, Tyler and Marks",CAD
TX000419,CUST0138,Rafaela Pereira,PT,2025-04-07T15:53:29.913711,-189.05,Groceries,Hanson Ltd,USD
TX000420,CUST0134,Pedro Rodrigues,PT,2025-07-02T10:43:29.913711,-160.71,Shopping,Powell-Jones,GBP
TX000421,CUST0082,"लता, दिव्या",IN,2024-11-30T10:31:29.913711,-21.14,Rent,Bell-Gomez,CNY
TX000422,CUST0018,坂本 太一,JP,2025-05-11T09:04:29.913711,-180.3,Travel,Harris-Lawrence,GBP
TX000423,CUST0040,Alice Nogueira,PT,2025-06-12T06:53:29.913711,-166.03,Rent,Record,CNY
TX000424,CUST0057,陆彬,CN,2025-10-07T05:14:29.913711,-140.17,Groceries,"Gutierrez, Robertson and Mooney",GBP
TX000425,CUST0045,Amaya Cabrera Rebollo,ES,2024-11-01T08:58:29.913711,-6.11,Travel,None,USD
TX000426,CUST0046,Jodi Moses,US,2025-09-04T21:20:29.913711,-80.78,Shopping,Martinez-Collins,EUR
TX000427,CUST0127,Ross Dennis,GB,2025-01-11T21:09:29.913711,-132.37,Groceries,Williams-Martin,EUR
TX000428,CUST0181,Amílcar Gárate Alberto,ES,2025-10-10T07:08:29.913711,-112.91,Shopping,Ingram-Marquez,JPY
TX000429,CUST0177,Tom Hoppenbrouwer,NL,2024-12-04T21:38:29.913711,-59.52,Shopping,Wright-Smith,CAD
TX000430,CUST0187,Amber Smith,GB,2025-06-02T16:18:29.913711,7172.39,Salary,"Allen, Joseph and Clarke",AUD
TX000431,CUST0025,Ivo Vicente,PT,2025-07-04T05:03:29.913711,-156.01,Dining,Francis-Ingram,USD
TX000432,CUST0075,Nathalie Alves-Evrard,FR,2024-11-10T20:38:29.913711,-425.8,Transfer,Roberts-Yates,AUD
TX000433,CUST0041,Martin Williams,GB,2024-12-09T04:19:29.913711,-162.05,Transfer,But,CAD
TX000434,CUST0180,Ugo Micheletti-Parini,IT,2024-11-16T00:03:29.913711,-26.5,Groceries,"Ferguson, Scott and Black",EUR
TX000435,CUST0084,佐々木 明美,JP,2025-02-13T16:48:29.913711,-59.2,Dining,Jackson and Sons,INR
TX000436,CUST0169,Herr Felix Gorlitz B.Eng.,DE,2025-03-24T19:37:29.913711,-123.38,Groceries,"House, Cooper and Mcdowell",CAD
TX000437,CUST0039,Mrs Melanie Parsons,GB,2024-11-27T21:22:29.913711,3061.85,Salary,Steele Group,CAD
TX000438,CUST0051,Jill Brooks,GB,2024-12-19T10:35:29.913711,-143.1,Groceries,Rich Inc,EUR
TX000439,CUST0078,"डानी, एषा",IN,2025-05-23T01:53:29.913711,-148.32,Shopping,Rodriguez-Patterson,AUD
TX000440,CUST0047,Jorn van Laarhoven,NL,2025-05-08T22:45:29.913711,-191.3,Groceries,Michael-Ross,INR
TX000441,CUST0057,陆彬,CN,2025-03-18T04:25:29.913711,-64.19,Groceries,Key-Brandt,CNY
